cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
I0,0,0,0,0,0,0,0,0,0,0
I1,0,1,0,0,0,0,0,1,0,0
I2,0,1,1,0,0,1,0,1,2,2
216_2,0,1,1,0,0,1,2,1,2,2
216_1,0,1,1,0,0,1,0,1,2,2
I3,0,1,0,0,1,1,0,1,2,0
216_5,0,1,2,0,1,1,2,1,2,1
I4,0,1,2,0,1,1,0,1,2,0
216_4,0,1,2,0,1,1,1,1,2,2
216_3,2,1,2,1,1,1,0,1,2,1
I5,0,0,0,0,0,2,0,0,0,0
216_22,1,0,2,2,0,2,2,1,0,2
I6,1,0,2,0,0,2,1,0,0,0
I7,1,0,2,0,0,2,1,0,0,0
I8,1,0,2,0,0,2,1,0,0,0
216_8,1,0,2,0,0,2,1,0,0,0
216_7,1,1,2,0,0,2,1,0,0,0
I9,1,0,2,1,0,2,1,1,0,0
216_10,1,0,2,1,0,2,1,1,0,0
216_9,1,0,2,1,0,2,1,1,0,0
I10,1,0,2,0,0,2,1,0,2,1
216_11,1,0,2,1,2,2,1,1,2,1
I11,1,1,2,0,0,2,1,0,2,1
216_14,1,1,2,2,0,2,1,0,2,1
216_13,1,1,2,1,2,2,1,0,2,1
Evolve tree: [&R] (((((216_13:27,216_14:27)I11:46,216_11:73)I10:40,((216_9:26,216_10:26)I9:40,(216_7:25,216_8:25)I8:41)I7:47)I6:46,216_22:159)I5:40,(((216_3:51,216_4:51)I4:53,216_5:104)I3:44,(216_1:45,216_2:45)I2:103)I1:51)I0:16;
