cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
216_4,2,1,2,1,0,2,1,2,0,0
216_3,2,1,2,1,0,2,1,2,2,0
216_17,1,0,2,1,1,0,0,2,2,0
216_11,0,0,1,1,1,1,0,2,2,0
216_10,0,0,1,1,1,1,0,2,2,0
216_13,0,0,1,1,1,0,0,2,2,0
216_12,2,0,1,1,1,0,0,2,2,0
216_23,2,0,1,2,1,0,2,1,1,1
216_22,2,0,1,2,1,0,2,1,1,1
216_21,0,0,0,2,1,0,2,1,0,1
216_20,0,0,2,2,1,2,2,1,1,1
216_25,0,2,0,2,2,0,0,1,1,1
216_24,0,2,1,2,2,0,0,1,1,1
216_27,1,2,0,2,2,1,0,1,0,1
216_26,1,2,0,2,2,1,1,1,0,1
216_39,2,0,0,2,2,1,2,1,0,1
216_38,2,0,0,2,2,1,2,1,0,1
216_37,2,0,1,2,2,1,2,1,0,1
216_36,2,0,1,2,2,1,2,1,0,1
216_35,2,2,0,0,1,1,2,1,2,1
216_34,2,2,0,0,1,1,2,1,2,1
216_33,2,2,0,0,1,1,2,1,2,1
216_32,2,2,0,0,1,1,2,1,2,1
216_47,2,1,0,1,1,1,1,1,1,1
216_46,2,0,0,1,1,1,1,1,1,1
216_45,2,2,0,0,1,1,1,1,1,1
216_44,2,2,0,0,1,1,1,1,1,1
216_41,2,2,2,1,1,1,1,1,1,1
216_40,2,2,2,1,1,1,1,1,1,1
216_43,2,2,2,1,1,1,1,1,1,1
216_42,2,2,2,1,1,1,1,1,1,1
