cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
216_1,2,1,0,0,1,1,0,1,2,0
216_11,0,1,0,2,1,2,0,0,2,0
216_10,0,1,0,2,1,2,0,0,2,0
216_13,2,1,0,2,1,0,0,0,2,0
216_12,2,1,0,2,1,0,0,0,2,0
216_7,0,1,2,0,1,1,1,0,2,0
216_6,0,1,2,0,1,1,1,0,2,0
216_9,1,1,2,0,1,1,1,1,2,2
216_8,1,1,2,0,1,1,1,1,2,2
216_21,0,1,1,2,2,0,2,0,1,1
216_26,2,2,1,2,2,0,2,1,1,2
216_25,2,2,1,2,2,0,2,1,1,2
216_24,2,2,1,2,2,2,2,1,1,2
216_23,2,2,1,2,2,2,2,1,1,2
216_18,1,1,1,2,0,1,2,2,1,2
216_17,1,1,0,2,0,1,2,0,1,2
216_20,0,0,0,0,2,1,1,0,1,2
216_19,0,0,1,0,2,1,1,0,1,2
216_16,0,2,0,2,2,1,0,2,1,2
216_15,1,0,1,1,2,1,0,2,1,2
216_14,1,0,0,1,2,1,0,2,1,2
