cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
I0,0,0,0,0,0,0,0,0,0,0
I1,2,2,0,0,0,2,0,0,2,2
I2,2,2,1,1,0,2,0,0,2,2
216_16,2,2,1,1,0,2,0,0,2,2
216_15,2,2,1,1,0,2,0,0,2,2
I3,2,2,1,2,0,2,0,0,2,2
216_20,2,2,1,2,0,2,0,0,2,2
216_19,2,2,1,2,1,2,0,0,2,2
I4,0,0,1,0,2,0,0,0,0,1
I5,0,0,1,0,2,0,2,2,0,1
I6,0,0,1,2,2,0,2,2,0,1
216_13,0,1,1,2,2,2,2,2,0,1
I7,0,0,1,2,2,0,2,2,0,1
216_12,0,0,1,2,2,0,2,2,1,1
216_11,0,0,1,2,2,0,2,2,0,1
I8,2,0,1,2,2,0,2,2,0,1
I9,2,0,1,2,2,2,2,2,0,1
216_8,2,0,1,2,2,2,2,2,0,1
216_7,2,0,1,2,2,2,2,2,0,1
I10,2,0,1,2,2,0,2,2,0,1
216_10,2,0,1,2,2,0,2,2,0,1
216_9,2,0,1,2,2,0,2,2,0,1
I11,0,0,1,0,2,1,1,1,0,1
I12,0,2,1,2,2,1,1,1,2,1
216_6,0,2,1,2,2,1,1,1,2,1
216_5,0,2,1,2,2,1,1,1,2,1
I13,2,0,1,0,2,1,1,1,0,1
I14,2,0,1,0,2,1,1,1,0,1
216_2,2,0,1,0,2,1,1,1,0,1
216_1,2,0,1,0,2,1,1,1,0,1
I15,2,0,1,0,2,1,1,1,0,1
216_4,2,0,1,2,2,1,1,1,0,1
216_3,2,0,1,0,2,1,1,1,0,1
Evolve tree: [&R] (((((216_3:23,216_4:23)I15:51,(216_1:10,216_2:10)I14:64)I13:36,(216_5:25,216_6:25)I12:85)I11:46,(((216_9:26,216_10:26)I10:38,(216_7:20,216_8:20)I9:44)I8:44,((216_11:22,216_12:22)I7:39,216_13:61)I6:47)I5:48)I4:55,((216_19:30,216_20:30)I3:77,(216_15:26,216_16:26)I2:81)I1:104)I0:4;
