cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
I0,0,0,1,0,2,0,0,0,0,2
I1,2,0,1,2,2,0,0,2,0,2
216_9,2,2,1,2,2,0,0,2,0,2
I2,2,0,1,2,2,1,0,2,0,2
216_11,2,0,1,2,2,1,0,2,0,2
216_10,2,0,1,2,2,1,0,2,0,2
I3,1,2,1,0,2,0,0,1,0,2
I4,1,2,1,0,2,2,1,1,0,2
I5,1,2,1,0,2,2,1,1,0,2
216_8,1,2,1,0,2,2,1,1,0,2
216_7,1,2,1,0,2,2,1,1,0,2
I6,1,2,1,0,2,2,1,1,0,2
216_6,1,2,1,0,2,2,1,1,0,2
216_5,1,2,1,0,2,2,1,1,0,2
I7,1,2,1,0,2,0,2,1,0,2
I8,1,2,1,2,2,2,2,1,0,2
216_2,1,2,1,2,2,2,2,1,0,2
216_1,1,2,1,2,2,2,2,1,0,2
I9,1,2,1,0,2,0,2,1,2,2
216_4,1,2,1,0,2,0,2,1,2,2
216_3,1,2,1,0,2,2,2,1,2,2
Evolve tree: [&R] ((((216_3:20,216_4:20)I9:44,(216_1:17,216_2:17)I8:47)I7:57,((216_5:11,216_6:11)I6:48,(216_7:2,216_8:2)I5:57)I4:62)I3:57,((216_10:16,216_11:16)I2:46,216_9:62)I1:116)I0:37;
