cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
I0,0,0,0,0,0,0,0,0,0,0
I1,1,0,0,1,0,0,0,1,0,0
I2,1,0,2,1,0,1,2,1,0,1
216_13,1,0,2,1,0,1,2,1,1,1
I3,1,0,2,1,0,1,2,1,0,1
216_15,1,0,2,1,0,1,2,1,1,1
216_14,1,0,2,1,0,1,2,1,0,1
I4,1,2,0,1,0,0,0,1,0,0
I5,1,2,0,1,0,0,0,1,0,0
216_19,1,2,0,1,0,0,0,1,0,1
216_18,1,2,0,1,0,0,0,1,2,0
I6,1,2,0,1,2,0,0,1,0,0
216_17,1,2,0,1,2,0,0,1,0,0
216_16,1,2,1,1,2,0,0,1,0,0
I7,0,2,0,0,0,0,0,0,0,0
I8,0,2,0,0,1,2,1,2,1,0
I9,0,2,0,1,1,2,1,2,1,0
216_2,0,2,1,1,1,2,1,2,1,0
216_1,0,2,0,1,1,2,1,2,1,0
I10,1,2,0,0,1,2,1,2,1,0
216_4,1,2,0,0,1,2,1,2,1,0
216_3,1,2,0,0,1,2,1,2,1,1
I11,0,2,0,0,0,1,0,0,1,0
I12,0,2,0,0,2,1,0,0,1,1
I13,0,2,0,1,2,1,0,0,1,1
216_8,0,2,0,1,2,1,0,0,1,1
216_7,0,2,0,1,2,1,0,0,1,1
I14,0,2,0,0,2,1,2,0,1,1
216_6,0,2,0,0,2,1,2,0,1,1
216_5,1,2,0,0,2,1,2,0,1,1
I15,0,2,1,1,0,1,0,0,1,0
I16,0,2,1,1,0,1,0,1,1,0
216_12,0,2,1,1,0,1,0,1,1,0
216_11,0,2,1,1,0,1,0,1,1,0
I17,2,2,1,1,2,1,2,0,1,0
216_10,2,2,1,1,2,1,2,2,1,0
216_9,2,2,1,1,2,1,2,0,1,0
Evolve tree: [&R] (((((216_9:9,216_10:9)I17:53,(216_11:7,216_12:7)I16:55)I15:50,((216_5:5,216_6:5)I14:52,(216_7:3,216_8:3)I13:54)I12:55)I11:57,((216_3:46,216_4:46)I10:62,(216_1:42,216_2:42)I9:66)I8:61)I7:42,(((216_16:29,216_17:29)I6:60,(216_18:28,216_19:28)I5:61)I4:70,((216_14:17,216_15:17)I3:63,216_13:80)I2:79)I1:52)I0:4;
