cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
I0,0,0,0,0,0,1,0,0,0,0
I1,0,1,2,0,1,1,0,2,0,0
I2,2,1,2,0,1,1,0,2,0,0
216_4,2,1,2,0,1,1,1,2,0,0
216_3,2,1,2,0,1,1,0,2,0,0
I3,0,1,2,0,1,1,0,2,0,1
216_2,1,1,2,0,1,1,0,2,0,1
216_1,0,1,2,0,1,1,0,2,0,1
I4,0,0,2,0,2,1,0,0,0,2
I5,1,0,2,0,2,1,0,0,0,2
I6,1,0,2,0,2,1,0,0,0,2
216_12,1,0,2,0,2,1,0,0,0,2
216_11,1,0,2,0,2,1,0,0,0,2
I7,1,2,2,0,2,1,0,0,0,2
216_10,1,2,2,0,2,1,2,0,0,2
216_9,1,2,2,0,2,1,0,0,0,2
I8,0,0,2,0,2,1,0,0,0,2
I9,2,0,2,0,2,1,0,0,2,2
216_8,2,2,2,0,2,1,0,0,2,2
216_7,2,0,2,0,2,1,0,0,2,2
I10,0,0,2,0,2,1,2,0,0,2
216_6,0,0,2,0,2,1,2,0,2,2
216_5,0,2,2,0,2,1,2,0,2,2
Evolve tree: [&R] ((((216_5:24,216_6:24)I10:58,(216_7:23,216_8:23)I9:59)I8:66,((216_9:23,216_10:23)I7:56,(216_11:18,216_12:18)I6:61)I5:69)I4:45,((216_1:36,216_2:36)I3:48,(216_3:31,216_4:31)I2:53)I1:109)I0:22;
