cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
I0,0,0,0,0,0,0,0,0,0,0
I1,0,0,0,0,0,0,0,0,0,0
I2,2,0,0,0,2,0,0,2,0,0
216_1,2,0,0,1,2,0,0,2,0,1
I3,2,2,0,0,2,0,0,2,1,0
216_3,2,2,0,0,2,0,0,2,1,0
216_2,2,2,0,1,2,0,2,2,1,0
I4,2,0,0,0,0,1,0,0,0,0
I5,2,2,1,1,0,1,2,2,1,0
216_5,2,2,1,1,0,1,2,2,1,0
216_4,2,2,1,1,1,1,2,2,1,0
I6,2,2,0,0,0,1,0,0,0,0
216_7,2,2,0,0,0,1,0,0,1,0
216_6,2,2,1,0,2,1,0,0,1,0
I7,0,0,0,2,1,0,0,2,2,0
I8,0,2,2,2,1,2,0,2,2,0
I9,0,2,2,2,1,2,0,2,2,1
I10,0,2,2,2,1,2,0,2,2,1
216_18,0,2,2,2,1,2,0,2,2,1
216_17,0,2,2,2,1,2,0,2,2,1
I11,0,2,2,2,1,2,1,2,2,1
216_20,0,2,2,2,1,2,1,2,2,1
216_19,0,2,2,2,1,2,1,2,2,1
I12,2,2,2,2,1,2,0,2,2,1
216_16,2,2,2,2,1,2,0,2,2,1
I13,2,2,2,2,1,2,0,2,2,1
216_15,2,2,2,2,1,2,0,2,2,1
216_14,2,2,2,2,1,2,0,2,2,1
I14,0,0,0,2,1,0,0,2,2,0
I15,0,0,1,2,1,2,0,2,2,0
216_9,0,2,1,2,1,2,0,2,2,0
216_8,0,0,1,2,1,2,0,2,2,0
I16,0,0,0,2,1,0,0,2,2,1
I17,0,1,1,2,1,0,0,2,2,1
216_11,0,1,1,2,1,0,0,2,2,1
216_10,0,1,1,2,1,2,0,2,2,1
I18,0,2,2,2,1,0,0,2,2,1
216_13,0,2,2,2,1,0,0,2,2,1
216_12,0,2,2,2,1,0,0,2,2,1
Evolve tree: [&R] (((((216_12:33,216_13:33)I18:48,(216_10:27,216_11:27)I17:54)I16:46,(216_8:35,216_9:35)I15:92)I14:43,(((216_14:23,216_15:23)I13:55,216_16:78)I12:44,((216_19:27,216_20:27)I11:50,(216_17:17,216_18:17)I10:60)I9:45)I8:48)I7:45,(((216_6:47,216_7:47)I6:65,(216_4:44,216_5:44)I5:68)I4:58,((216_2:49,216_3:49)I3:53,216_1:102)I2:68)I1:45)I0;
