cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
I0,0,0,0,0,0,0,0,0,0,0
I1,0,0,0,0,0,0,0,1,2,0
I2,1,0,2,0,0,0,0,1,2,0
216_1,1,1,2,2,1,2,0,1,2,1
I3,1,1,2,0,1,0,0,1,2,0
216_3,1,1,2,0,1,1,0,1,2,0
216_2,1,1,2,0,1,1,0,1,2,1
I4,0,0,0,0,0,0,0,1,2,2
I5,0,2,1,0,0,2,1,1,2,2
216_5,0,2,1,0,0,2,1,1,2,2
216_4,0,2,1,0,0,2,1,1,2,2
I6,1,0,2,0,0,1,0,1,2,2
216_7,1,0,2,2,2,1,2,1,2,2
216_6,1,0,2,0,1,1,0,1,2,2
I7,0,0,2,1,1,1,0,0,0,0
I8,1,0,2,1,1,1,0,0,0,0
I9,1,0,2,1,1,1,0,0,0,0
I10,1,2,2,1,1,1,2,1,2,0
216_18,1,2,2,1,1,1,2,1,2,0
216_17,1,2,2,1,1,1,2,1,2,0
I11,1,0,2,1,1,1,0,0,0,0
216_20,1,1,2,1,1,1,0,0,0,2
216_19,1,0,2,1,1,1,0,0,0,0
I12,1,0,2,1,1,1,0,1,0,0
216_16,1,0,2,1,1,1,0,1,2,0
I13,1,2,2,1,1,1,0,1,0,2
216_15,1,2,2,1,1,1,2,1,0,2
216_14,1,2,2,1,1,1,2,1,0,2
I14,0,0,2,1,1,1,0,0,2,0
I15,0,2,2,1,1,1,1,0,2,2
216_9,0,2,2,1,1,1,1,0,2,2
216_8,0,2,2,1,1,1,1,0,2,2
I16,0,1,2,1,1,1,0,0,2,0
I17,2,1,2,1,1,1,0,0,2,1
216_11,2,1,2,1,1,1,0,0,2,1
216_10,2,1,2,1,1,1,2,0,2,1
I18,1,1,2,1,1,1,0,0,2,0
216_13,1,1,2,1,1,1,0,0,2,0
216_12,1,1,2,1,1,1,0,0,2,0
Evolve tree: [&R] (((((216_12:33,216_13:33)I18:48,(216_10:27,216_11:27)I17:54)I16:46,(216_8:35,216_9:35)I15:92)I14:43,(((216_14:23,216_15:23)I13:55,216_16:78)I12:44,((216_19:27,216_20:27)I11:50,(216_17:17,216_18:17)I10:60)I9:45)I8:48)I7:45,(((216_6:47,216_7:47)I6:65,(216_4:44,216_5:44)I5:68)I4:58,((216_2:49,216_3:49)I3:53,216_1:102)I2:68)I1:45)I0;
