cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
216_4,0,1,0,1,2,2,2,1,2,1
216_3,0,1,0,1,2,2,2,1,2,1
216_2,0,1,0,1,2,2,2,1,2,1
216_1,0,1,0,1,2,2,2,1,2,1
216_30,1,1,1,1,1,1,1,1,0,2
216_29,1,1,1,1,1,1,1,1,2,0
216_28,1,1,2,1,1,1,1,1,0,0
216_27,1,1,2,1,1,1,1,1,0,0
216_26,1,1,2,1,1,1,1,1,0,0
216_25,1,1,2,1,1,1,1,1,0,0
216_24,1,1,0,1,1,0,1,1,2,0
216_23,1,1,0,1,1,0,1,1,2,0
216_22,1,1,0,1,1,0,1,1,1,0
216_21,1,1,0,1,1,0,1,1,0,0
216_16,1,1,1,2,1,1,1,1,2,0
216_15,1,1,1,2,1,1,1,1,2,0
216_14,1,1,1,2,1,1,1,1,2,0
216_13,1,1,1,2,1,1,1,1,2,0
216_17,1,1,1,2,1,1,1,1,0,0
216_20,1,1,1,2,1,1,1,1,0,0
216_19,1,1,1,2,1,1,1,1,0,0
216_8,1,2,2,2,1,0,1,1,0,2
216_7,1,2,2,2,1,0,1,1,0,2
216_6,1,2,0,2,1,0,1,1,0,2
216_5,1,2,0,2,1,0,1,1,0,2
216_9,1,1,0,2,1,2,1,1,2,2
216_12,1,0,0,2,1,2,1,1,0,2
