cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
I0,0,0,0,0,0,0,0,0,0,0
I1,1,0,0,0,0,0,1,0,0,0
I2,1,0,2,2,2,0,1,0,0,1
I3,1,0,2,2,2,0,1,2,0,1
216_19,1,0,2,2,2,0,1,2,0,1
216_18,1,0,2,2,2,0,1,2,0,1
I4,1,0,2,2,2,0,1,0,0,1
216_21,1,1,2,2,2,1,1,1,0,1
216_20,1,0,2,2,2,1,1,0,0,1
I5,1,1,1,0,0,0,1,2,2,0
I6,1,1,1,0,1,0,1,2,2,0
216_17,1,1,1,0,1,0,1,2,2,0
216_16,1,1,1,0,1,0,1,2,2,0
I7,1,1,1,0,0,2,1,2,2,0
216_13,1,1,1,0,1,2,1,2,2,1
I8,1,1,1,0,0,2,1,2,2,0
216_15,1,1,1,0,0,2,1,2,2,0
216_14,1,1,1,0,0,2,1,2,2,0
I9,0,0,1,0,0,0,0,0,1,0
I10,0,2,1,0,0,0,0,0,1,0
I11,0,2,1,2,1,2,1,0,1,0
216_4,0,2,1,2,1,2,1,0,1,0
216_3,0,2,1,2,1,2,1,0,1,0
I12,0,2,1,0,0,0,0,2,1,0
216_2,0,2,1,0,0,0,0,2,1,0
216_1,0,2,1,0,0,0,0,2,1,0
I13,0,0,1,1,0,0,0,0,1,0
I14,2,0,1,1,0,0,0,0,1,0
I15,2,0,1,1,0,1,2,2,1,0
216_6,2,0,1,1,0,1,2,2,1,0
216_5,2,0,1,1,0,1,2,2,1,0
I16,2,0,1,1,0,0,2,0,1,0
216_8,2,0,1,1,0,0,2,0,1,0
216_7,2,2,1,1,0,0,2,0,1,0
I17,2,0,1,1,2,0,1,0,1,0
I18,2,0,1,1,2,0,1,0,1,0
216_10,2,2,1,1,2,0,1,0,1,2
216_9,2,0,1,1,2,0,1,0,1,0
I19,2,0,1,1,2,0,1,0,1,0
216_12,2,0,1,1,2,1,1,0,1,0
216_11,2,0,1,1,2,1,1,1,1,0
Evolve tree: [&R] (((((216_11:41,216_12:41)I19:45,(216_9:38,216_10:38)I18:48)I17:47,((216_7:36,216_8:36)I16:48,(216_5:31,216_6:31)I15:53)I14:49)I13:46,((216_1:20,216_2:20)I12:56,(216_3:16,216_4:16)I11:60)I10:103)I9:36,((((216_14:25,216_15:25)I8:51,216_13:76)I7:49,(216_16:10,216_17:10)I6:115)I5:51,((216_20:35,216_21:35)I4:39,(216_18:31,216_19:31)I3:43)I2:102)I1:39)I0;
