[&R] ((((((216_10:3.028,216_11:1.028)207_8:3.127,(216_8:1.002,216_9:0.002)210_7:7.154)166_6:19.174,((216_6:0.001,216_7:0.001)215_6:3.153,216_5:7.153)173_5:12.177)115_3:36.476,((216_14:3.017,216_15:0.017)205_10:10.572,(216_12:2.017,216_13:1.017)208_10:8.572)159_8:53.217)45_2:68.263,(216_3:7.239,216_4:5.239)186_2:117.829)virtual:0.931)I0;
205_10,1,0,1,1,0,1,0,0,0,1,0,2,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,2,2,0,1,2,2,1,1,0,2,1,0,1,0,2,2,0,2,1,1,2,1,1,1,1,0,1,1,0,0,1,2,1,1,0,1,1,2,2,0,1,2,2,1,1,2,1,0,1,2,1,2,2,2,1,2,0,1,1,2,2,1,0,0,1,1,0,2,1,1,1,2,0,0,0,1,0,0,2,0,1,1,2,0,1,0,2,1,2,0,2,1,2,1,0,2,2,2,0,2,1,0,0,1,0,1,0,1,1,2,1,1,1,2,1,0,0,2,0,2,2,2,1,2,1,0,1,1,2,1,0,1,0,2,0,0,0,1,0,0,0,0,2,2,1,1,1,0,1,2,2,0,0,0,0,2,1,2,2,2,2,2,1,0,2,0,1,1,0,0,0
216_15,1,0,1,1,0,1,0,0,0,1,0,2,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,2,2,0,1,2,2,1,1,0,2,1,0,1,0,2,2,0,2,1,1,2,1,1,1,1,0,1,1,0,0,1,2,1,1,0,1,1,2,2,0,1,2,2,1,1,2,1,0,1,2,1,2,2,2,1,2,0,1,1,2,2,1,0,0,1,1,0,2,1,1,1,2,0,0,0,1,0,0,2,0,1,1,2,0,1,0,2,1,2,0,2,1,2,1,0,2,2,2,0,2,1,0,0,1,0,1,0,1,1,2,1,1,1,2,1,0,0,2,0,2,2,2,1,2,1,0,1,1,2,1,0,1,0,2,0,0,0,1,0,0,0,0,2,2,1,1,1,0,1,2,2,0,0,0,0,2,1,2,2,2,2,2,1,0,2,0,1,1,0,0,0
216_14,1,0,1,1,0,1,0,0,0,1,2,2,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,2,2,0,1,2,2,1,1,0,2,1,0,1,0,2,2,0,2,1,1,2,1,1,1,1,0,1,1,0,0,1,2,1,1,0,1,1,2,2,0,1,2,2,1,1,2,1,0,1,2,1,2,2,2,1,2,0,1,1,2,2,1,0,0,1,1,0,2,1,1,1,2,0,0,0,1,0,0,2,0,1,1,2,0,1,0,2,1,2,0,2,1,2,1,0,2,2,2,0,2,1,2,0,1,0,1,0,1,1,2,1,1,1,2,1,0,0,2,0,2,2,2,1,2,1,0,1,1,2,1,0,1,0,2,0,0,0,1,0,0,0,0,2,2,1,1,1,0,1,2,2,0,0,0,2,2,1,2,2,2,2,2,1,0,2,0,1,1,0,0,0
115_3,1,0,0,0,0,0,0,0,0,1,0:0.04/1:0.96,2,0,1,1,0,0,0,1,0,1,0:0.04/2:0.96,1,0,1,0,0,1,0,2,0,0:0.04/2:0.96,0,2,2,1,1,0,0:0.04/1:0.96,0,0,1,0:0.04/1:0.96,2,2,0:0.04/1:0.96,2,0,0,2,1,1,0,1,0:0.04/2:0.96,0,0:0.04/1:0.96,0,0:0.04/1:0.96,1,2,0,1,0,0,1,2,0,0:0.04/2:0.96,0,2,0,1,0:0.04/2:0.96,2,1,0:0.04/2:0.96,1,2,1,2,2,2,1,2,0:0.04/1:0.96,1,1,2,0:0.04/2:0.96,0,0,0,0,1,0,2,0,1,0,0,0,0,0:0.04/2:0.96,0,0,0:0.04/2:0.96,0,0,0,0,0:0.04/1:0.96,0,0:0.04/2:0.96,0,0,0,2,0,2,1,2,1,0,0,2,2,0,2,1,0:0.04/2:0.96,0:0.04/1:0.96,1,0,0,0:0.04/2:0.96,0,1,0,0,1,0,2,1,0,0,2,0,2,0:0.04/1:0.96,0:0.04/1:0.96,0,2,1,0,1,0,0,0,0,0,0,0,0:0.04/2:0.96,0,0:0.04/1:0.96,1,0:0.04/2:0.96,0,0,0,2,0,1,1,1,0,0,2,2,0,0,0,0,0,0,2,0,2,2,0,1,0,0:0.04/2:0.96,0,1,0,0:0.04/1:0.96,0:0.04/2:0.96,0:0.04/2:0.96
173_5,1,0:0.01/1:0.99,0,0,0,0,0,0,0,1,1,2,0,1,1,0,0,0:0.01/1:0.99,1,0,1,2,1,0,1,0,0,1,0:0.01/1:0.99,2,0,2,0,2,2,1,1,0,1,0,0,1,1,2,2,1,2,0,0,2,1,1,0:0.01/2:0.99,1,2,0:0.01/2:0.99,1,0,1,1,2,0,1,0,0,1,2,0,2,0,2,0:0.01/1:0.99,1,2,2,1,2,1,2,1,2,2,2,1,2,1,1,1,2,2,0:0.01/2:0.99,0,0,0,1,0,2,0,1,0,0,0,0,2,0,0,2,0:0.01/1:0.99,0,0,0,1,0,2,0:0.01/1:0.99,0,0,2,0,2,1,2,1,0,0,2,2,0,2,1,2,1,1,0,0,2,0:0.01/1:0.99,1,0,0,1,0,2,1,0,0,2,0,2,1,1,0,2,1,0,1,0,0,0,0,0,0,0,2,0,1,1,2,0,0,0:0.01/2:0.99,2,0,1,1,1,0,0,2,2,0,0,0,0,0,0,2,0,2,2,0,1,0,2,0,1,0,1,2,2
216_5,1,1,0,0,0,2,0,0,0,1,1,2,0,1,1,0,0,1,1,0,1,2,1,0,1,0,0,1,1,2,0,2,0,2,2,1,1,0,1,0,0,1,1,2,2,1,2,0,0,2,1,1,2,1,2,2,1,0,1,1,2,0,1,0,0,1,2,0,2,2,2,1,1,2,2,1,2,1,2,1,2,2,2,1,2,1,1,1,2,2,2,0,0,0,1,0,2,0,1,0,0,0,0,2,0,0,2,1,0,0,0,1,0,2,1,0,0,2,0,2,1,2,1,0,0,2,2,2,2,1,2,1,1,0,0,2,1,1,0,2,1,2,2,1,0,0,2,0,2,1,1,0,2,1,0,1,0,0,0,0,0,0,0,2,0,1,1,2,0,0,2,2,0,1,1,1,2,0,2,2,0,0,0,0,0,0,2,0,2,2,0,1,0,2,0,1,1,1,2,2
215_6,1,1,0,0,0,0,0,0,0,1,1,2,0,1,1,0,0,1,1,0,1,2,1,0,1,0,0,1,1,2,0,2,0,2,2,1,1,0,1,0,0,1,1,2,2,1,2,0,0,2,1,1,2,1,2,2,1,0,1,1,2,0,1,0,0,1,2,0,2,0,2,1,1,2,2,1,2,1,2,1,2,2,2,1,2,1,1,1,2,2,2,0,0,0,1,0,2,0,1,0,2,0,0,2,0,0,2,1,0,0,0,1,0,2,1,0,0,2,0,2,1,2,1,0,0,2,2,0,2,1,2,1,1,0,0,2,1,1,0,0,1,0,2,1,0,0,2,0,2,1,1,1,2,1,0,1,0,0,0,0,0,2,0,2,0,1,1,2,0,0,2,2,0,1,1,1,0,0,2,2,0,0,0,0,0,0,2,0,2,2,0,1,0,2,0,1,0,1,2,2
216_7,1,1,0,0,0,0,0,0,0,1,1,2,0,1,1,0,0,1,1,0,1,2,1,0,1,0,0,1,1,2,0,2,0,2,2,1,1,0,1,0,0,1,1,2,2,1,2,0,0,2,1,1,2,1,2,2,1,0,1,1,2,0,1,0,0,1,2,0,2,0,2,1,1,2,2,1,2,1,2,1,2,2,2,1,2,1,1,1,2,2,2,0,0,0,1,0,2,0,1,0,2,0,0,2,0,0,2,1,0,0,0,1,0,2,1,0,0,2,0,2,1,2,1,0,0,2,2,0,2,1,2,1,1,0,0,2,1,1,0,0,1,0,2,1,0,0,2,0,2,1,1,1,2,1,0,1,0,0,0,0,0,2,0,2,0,1,1,2,0,0,2,2,0,1,1,1,0,0,2,2,0,0,0,0,0,0,2,0,2,2,0,1,0,2,0,1,0,1,2,2
216_6,1,1,0,0,0,0,0,0,0,1,1,2,0,1,1,0,0,1,1,0,1,2,1,0,1,0,0,1,1,2,0,2,0,2,2,1,1,0,1,0,0,1,1,2,2,1,2,0,0,2,1,1,2,1,2,2,1,0,1,1,2,0,1,0,0,1,2,0,2,0,2,1,1,2,2,1,2,1,2,1,2,2,2,1,2,1,1,1,2,2,2,0,0,0,1,0,2,0,1,0,2,0,0,2,0,0,2,1,0,0,0,1,0,2,1,0,0,2,0,2,1,2,1,0,0,2,2,0,2,1,2,1,1,0,0,2,1,1,0,0,1,0,2,1,0,0,2,0,2,1,1,1,2,1,0,1,0,0,0,0,0,2,0,2,0,1,1,2,0,0,2,2,0,1,1,1,0,0,2,2,0,0,0,0,0,0,2,0,2,2,0,1,0,2,0,1,0,1,2,2
166_6,1,0,0,0,0,0,0:0.01/1:0.99,0,0,1,1,2,0,1,1,0,0,0,1,0,1,2,1,0,1,0:0.01/1:0.99,0,1,0:0.01/2:0.99,2,0,2,0,2,2,1,1,0,1,0,0,1,1,2,2,1,2,0:0.01/2:0.99,0,2,1,1,0,1,2,0,1,0,1,1,2,0,1,0,0:0.01/1:0.99,1,2,0:0.01/2:0.99,2,0:0.01/1:0.99,2,0,1,2,2,1,2,1,2,1,2,2,2,1,2,1,1,1,2,2,0,0,0:0.01/1:0.99,0,1,0,2,0,1,0:0.01/2:0.99,0,0,0,2,0,0,2,0,0:0.01/1:0.99,0,0,1,0,2,0,0,0,2,0:0.01/1:0.99,2,1,2,1,0,0,2,2,0,2,1,2,1,1,0,0,2,0,1,0:0.01/1:0.99,0,1,0,2,1,0:0.01/2:0.99,0,2,0,2,1,1,0,2,1,0:0.01/2:0.99,1,0:0.01/2:0.99,0,0,0,0,0,0,2,0,1,1,2,0,0,0,2,0,1,1,1,0,0,2,2,0,0:0.01/2:0.99,0,0:0.01/2:0.99,0,0:0.01/2:0.99,2,0,2,2,0,1,0,2,0,1,0,1,2,2
210_7,1,0,0,0,0,0,1,0,0,1,1,2,0,1,1,0,0,0,1,0,1,2,1,0,1,1,1,1,2,2,0,2,0,2,2,1,1,2,1,1,0,1,1,2,2,1,2,2,0,2,1,1,0,1,2,0,1,0,1,1,2,1,1,0,1,1,2,2,2,1,2,0,1,2,2,1,2,1,2,1,2,2,2,1,2,1,1,1,2,2,0,0,1,0,1,0,2,0,1,2,0,0,0,2,0,0,2,0,1,0,0,1,0,2,2,0,0,2,1,2,1,2,1,0,0,2,2,0,2,1,2,1,1,0,0,2,0,1,1,0,1,0,2,1,2,0,2,0,2,1,1,0,2,1,2,1,2,0,0,0,2,0,0,2,0,1,1,2,0,0,0,2,0,1,1,1,0,0,2,2,0,2,1,2,0,2,2,0,2,2,0,1,0,2,0,1,0,1,2,2
216_9,1,0,0,0,0,0,1,0,0,1,1,2,0,1,1,0,0,0,1,0,1,2,1,0,1,1,1,1,2,2,0,2,0,2,2,1,1,2,1,1,0,1,1,2,2,1,2,2,0,2,1,1,0,1,2,0,1,0,1,1,2,1,1,0,1,1,2,2,2,1,2,0,1,2,2,1,2,1,2,1,2,2,2,1,2,1,1,1,2,2,0,0,1,0,1,0,2,0,1,2,0,0,0,2,0,0,2,0,1,0,0,1,0,2,2,0,0,2,1,2,1,2,1,0,0,2,2,0,2,1,2,1,1,0,0,2,0,1,1,0,1,0,2,1,2,0,2,0,2,1,1,0,2,1,2,1,2,0,0,0,2,0,0,2,0,1,1,2,0,0,0,2,0,1,1,1,0,0,2,2,0,2,1,2,0,2,2,0,2,2,0,1,0,2,0,1,0,1,2,2
216_8,1,0,0,0,0,0,1,0,0,1,1,2,0,1,1,0,0,0,1,0,1,2,1,0,1,1,1,1,2,2,0,2,0,2,2,1,1,2,1,1,0,1,1,2,2,1,2,2,0,2,1,1,0,1,2,1,1,0,1,1,2,1,1,0,1,1,2,2,2,1,2,0,1,2,2,1,2,1,2,1,2,2,2,1,2,1,1,1,2,2,0,0,1,0,1,0,2,0,1,2,0,0,0,2,0,0,2,0,1,0,0,1,0,2,2,0,0,2,1,2,1,2,1,0,0,2,2,0,2,1,2,1,1,0,0,2,0,1,1,0,1,0,2,1,2,0,2,0,2,1,1,0,2,1,2,1,2,0,0,0,2,0,0,2,0,1,1,2,0,0,0,2,0,1,1,1,0,0,2,2,0,2,1,2,0,2,2,0,2,2,0,1,0,2,0,1,0,1,2,2
207_8,1,0,0,0,0,0,1,0,0,1,1,2,0,1,1,0,0,0,1,0,1,2,1,0,1,1,0,1,2,2,0,2,0,2,2,1,1,0,1,0,0,1,1,2,2,1,2,2,0,2,1,1,0,1,2,0,1,0,1,1,2,0,1,0,1,1,2,2,2,1,2,0,1,2,2,1,2,1,2,1,2,2,2,1,2,1,1,1,2,2,0,0,1,0,1,0,2,0,1,2,0,0,0,2,0,0,2,0,1,0,0,1,0,2,0,0,0,2,1,2,1,2,1,0,0,2,2,0,2,1,2,1,1,0,0:0.01/2:0.99,2,0,1,1,0:0.01/1:0.99,1,0,2,1,2,0,2,0:0.01/1:0.99,2,1,1,0,2,1,2,1,2,0,0,0,0,0,0,2,0,1,1,2,0,0,0,2,0,1,1,1,0,0,2,2,0,2,0,2,0,2,2,0,2,2,0,1,0,2,0,1,0,1,2,2
216_11,1,0,0,0,0,0,1,0,0,1,1,2,0,1,1,0,0,0,1,0,1,2,1,0,1,1,0,1,2,2,0,2,0,2,2,1,1,0,1,0,0,1,1,2,2,1,2,2,0,2,1,1,0,1,2,0,1,0,1,1,2,0,1,0,1,1,2,2,2,1,2,0,1,2,2,1,2,1,2,1,2,2,2,1,2,1,1,1,2,2,0,0,1,0,1,2,2,0,1,2,0,0,0,2,0,0,2,0,1,0,0,1,0,2,0,0,0,2,1,2,1,2,1,0,0,2,2,0,2,1,2,1,1,0,2,2,0,1,1,1,1,0,2,1,2,0,2,1,2,1,1,0,2,1,2,1,2,0,0,0,0,0,0,2,0,1,1,2,0,0,0,2,0,1,1,1,0,0,2,2,0,2,0,2,0,2,2,0,2,2,0,1,0,2,0,1,0,1,2,2
216_10,1,1,0,0,0,0,1,0,0,1,1,2,0,1,1,0,0,1,1,0,1,2,1,0,1,1,0,1,2,2,0,2,0,2,2,1,1,0,1,0,0,1,1,2,2,1,2,2,0,2,1,1,0,1,2,0,1,0,1,1,2,0,1,0,1,1,2,2,2,1,2,0,1,2,2,1,2,1,2,1,2,2,2,1,2,1,1,1,2,2,0,0,1,0,1,0,2,0,1,2,0,0,0,2,0,0,2,0,1,0,0,1,0,2,0,0,0,2,1,2,1,2,1,0,0,2,2,0,2,1,2,1,1,0,2,2,0,1,1,1,1,0,2,1,2,0,2,1,2,1,1,0,2,1,2,1,2,0,0,0,0,0,0,2,0,1,1,2,0,0,0,2,0,1,1,1,0,0,2,2,0,2,0,2,0,2,2,1,2,2,0,1,0,2,0,1,0,1,2,2
