cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
I0,0,0,0,0,0,0,0,0,0,0
I1,0,2,0,0,0,1,0,1,0,0
I2,0,2,0,0,0,1,0,1,0,0
I3,0,2,0,0,0,1,0,1,0,1
216_10,0,2,0,0,0,1,0,1,1,1
216_9,2,2,0,0,0,1,0,1,1,1
I4,0,2,1,0,0,1,1,1,0,0
216_12,0,2,1,0,0,1,1,1,0,0
216_11,1,2,1,0,0,1,1,1,0,0
I5,0,2,0,1,1,1,0,1,0,2
216_14,0,2,0,1,1,1,0,1,1,2
I6,0,2,0,1,1,1,2,1,0,2
216_16,0,2,0,1,1,1,2,1,1,2
216_15,0,2,0,1,1,1,2,1,0,2
I7,0,2,1,0,0,0,0,1,1,0
I8,0,2,1,0,0,0,1,1,1,0
I9,0,2,1,0,0,0,1,1,1,0
216_8,0,2,1,0,0,0,1,1,1,0
216_7,2,2,1,0,0,0,1,1,1,0
I10,0,2,1,2,1,0,1,1,1,1
216_6,0,2,1,2,1,0,1,1,1,1
216_5,0,2,1,2,1,0,1,1,1,1
I11,0,2,1,0,1,2,1,1,1,1
I12,1,2,1,0,1,2,1,1,1,1
216_4,1,2,1,0,1,2,1,1,1,1
216_3,1,2,1,0,1,2,1,1,1,1
I13,1,2,1,0,1,2,1,1,1,1
216_2,1,2,1,0,1,2,1,1,1,1
216_1,1,2,1,0,1,2,1,1,1,1
Evolve tree: [&R] ((((216_1:22,216_2:22)I13:60,(216_3:7,216_4:7)I12:75)I11:59,((216_5:17,216_6:17)I10:64,(216_7:16,216_8:16)I9:65)I8:60)I7:51,(((216_15:35,216_16:35)I6:49,216_14:84)I5:49,((216_11:31,216_12:31)I4:50,(216_9:26,216_10:26)I3:55)I2:52)I1:59)I0:23;
