cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
I0,0,0,0,0,0,0,0,0,0,0
I1,0,0,0,1,0,2,0,0,0,0
I2,0,0,0,1,0,2,0,0,0,1
I3,0,0,0,1,1,2,0,0,0,1
I4,0,0,0,1,1,2,1,0,0,1
216_6,0,0,0,1,1,2,1,0,0,1
216_5,2,0,0,1,1,2,1,0,0,1
I5,0,0,1,1,1,2,1,0,1,1
216_8,0,2,1,1,1,2,1,0,1,1
216_7,1,0,1,1,1,2,1,0,1,1
I6,0,0,0,1,0,2,1,0,1,1
I7,0,0,0,1,0,2,1,0,1,1
216_4,0,2,0,1,0,2,1,2,1,1
216_3,0,0,1,1,0,2,1,2,1,1
I8,2,0,0,1,0,2,1,0,1,1
216_2,2,0,2,1,0,2,1,0,1,1
216_1,2,0,0,1,0,2,1,0,1,1
I9,0,0,0,1,0,2,0,0,0,0
I10,0,0,2,1,0,2,0,2,2,0
216_12,0,0,2,1,0,2,0,2,2,0
I11,0,0,2,1,2,2,0,2,2,0
216_10,0,0,2,1,2,2,2,2,2,0
216_9,0,2,2,1,2,2,0,2,2,0
I12,1,0,0,1,2,2,1,0,2,0
I13,1,0,0,1,2,2,1,1,2,1
216_16,1,0,0,1,2,2,1,1,2,1
216_15,1,0,0,1,2,2,1,1,2,1
I14,1,0,0,1,2,2,1,0,2,0
216_14,1,2,0,1,2,2,1,0,2,1
216_13,1,0,0,1,2,2,1,1,2,0
I15,0,0,0,0,0,0,0,0,0,0
I16,0,0,0,0,0,0,0,0,0,2
I17,0,1,0,0,0,0,2,1,1,2
I18,0,1,0,0,0,0,2,1,1,2
216_34,0,1,0,0,0,0,2,1,1,2
216_33,0,1,0,0,0,0,2,1,1,2
I19,0,1,0,0,0,0,2,1,1,2
216_36,0,1,0,0,0,0,2,1,1,2
216_35,0,1,0,0,0,0,2,1,1,2
I20,2,1,2,1,2,2,0,1,0,2
I21,2,1,2,1,2,2,0,1,0,2
216_44,2,1,2,1,2,2,0,1,0,2
216_43,2,1,2,1,2,2,0,1,0,2
I22,2,1,2,1,2,2,0,1,0,2
216_46,2,1,2,1,2,2,0,1,0,2
216_45,2,1,2,1,2,2,0,1,0,2
I23,0,0,0,0,2,0,0,1,1,0
I24,0,1,0,0,2,1,0,1,1,0
I25,0,1,0,0,2,1,0,1,1,0
I26,2,1,1,0,2,1,0,1,1,0
216_20,2,1,1,0,2,1,0,1,1,1
216_19,2,1,1,0,2,1,0,1,1,0
I27,2,1,2,0,2,1,0,1,1,0
216_18,2,1,2,0,2,1,0,1,1,0
216_17,2,1,2,2,2,1,0,1,1,0
I28,2,1,2,0,2,1,0,1,1,0
I29,2,1,2,2,2,1,0,1,1,0
216_24,2,1,2,2,2,1,0,1,1,0
216_23,2,1,2,2,2,1,0,1,1,0
I30,2,1,2,0,2,1,0,1,1,0
216_22,2,1,2,0,2,1,0,1,1,0
216_21,2,1,2,0,2,1,0,1,1,0
I31,0,0,2,1,2,2,0,1,1,0
I32,1,0,2,1,2,2,0,1,1,0
I33,1,0,2,1,2,2,0,1,1,0
216_32,1,0,2,1,2,2,0,1,1,0
216_31,1,0,2,1,2,2,0,1,1,0
I34,1,0,2,1,2,2,0,1,1,0
216_30,1,0,2,1,2,2,0,1,1,0
216_29,1,0,2,1,2,2,0,1,1,0
I35,0,0,2,1,2,2,0,1,1,0
I36,0,0,2,1,2,2,2,1,1,0
216_28,0,0,2,1,2,2,2,1,1,0
216_27,0,0,2,1,2,2,2,1,1,0
I37,0,0,2,1,2,2,0,1,1,2
216_26,0,0,2,1,2,2,0,1,1,2
216_25,0,1,2,1,2,2,0,1,1,2
Evolve tree: [&R] ((((((216_25:24,216_26:24)I37:34,(216_27:20,216_28:20)I36:38)I35:42,((216_29:19,216_30:19)I34:34,(216_31:17,216_32:17)I33:36)I32:47)I31:49,(((216_21:28,216_22:28)I30:33,(216_23:25,216_24:25)I29:36)I28:38,((216_17:25,216_18:25)I27:35,(216_19:25,216_20:25)I26:35)I25:39)I24:50)I23:44,(((216_45:19,216_46:19)I22:34,(216_43:18,216_44:18)I21:35)I20:89,((216_35:11,216_36:11)I19:35,(216_33:5,216_34:5)I18:41)I17:96)I16:51)I15:22,((((216_13:36,216_14:36)I14:49,(216_15:31,216_16:31)I13:54)I12:56,((216_9:25,216_10:25)I11:51,216_12:76)I10:65)I9:48,(((216_1:42,216_2:42)I8:48,(216_3:39,216_4:39)I7:51)I6:50,((216_7:31,216_8:31)I5:55,(216_5:29,216_6:29)I4:57)I3:54)I2:49)I1:26)I0;
